1601, 2051

20, 57
70, 25
11590, 937

70, 29
15, 56
15205, 4381

19, 81
86, 41
10300, 11673

51, 75
67, 15
2803, 2535
